tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group	estimated counts
1164	0.0013095440780354986	Trichormus azollae	Trichormus	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				25.756112926802185
2035979	0.001109214099542009	Aliinostoc morphoplasticum	Aliinostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				21.816022909792235
82654	0.000913308129340344	Pseudanabaena sp. PCC 7367	Pseudanabaena	Pseudanabaenaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria				17.962944287865888
1337936	0.0008358107995620681	Calothrix sp. 336/3	Calothrix	Calotrichaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				16.438726805786757
600628	0.002979583776375683	Dongia soli	Dongia	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria				58.60245371375693
169402	0.02095625420079188	Wolbachia endosymbiont of Folsomia candida	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria				412.1676076211747
770	0.0011335591221345795	Anaplasma marginale	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria				22.29484081414291
769	0.003472039962275194	Anaplasma centrale	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria				68.28808197802852
454601	0.001954232960868294	Maritalea myrionectae	Maritalea	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				38.435853874357605
1549748	0.0014849189583411105	Kiloniella litopenaei	Kiloniella	Kiloniellaceae	Kiloniellales	Alphaproteobacteria	Proteobacteria		Bacteria				29.20538607265296
281120	0.043986608298585896	Candidatus Amoebophilus asiaticus	Candidatus Amoebophilus	Amoebophilaceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria				865.1286120165873
1577780	0.006812845805254751	Phaeocystidibacter marisrubri	Phaeocystidibacter	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				133.99505129775045
911197	0.0025098429742648394	Phaeocystidibacter luteus	Phaeocystidibacter	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				49.36359161784086
155978	0.00127149831031526	Acaryochloris marina	Acaryochloris	Acaryochloridaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria				25.007828767280536
2652380	0.001545197012619109	Alteromonas sp. I4	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				30.390934844192635
1850246	0.007166656535829866	Urechidicola croceus	Urechidicola	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				140.9538007467018
945	0.012505875513922477	Ehrlichia chaffeensis	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria			canis group	245.9655596078273
1209493	0.006026268349171779	Halomicronema hongdechloris	Halomicronema	Prochlorotrichaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria				118.52464589151054
1333998	0.0007187687833812074	Tepidicaulis marinus	Tepidicaulis	Rhodobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				14.136744431541587
713887	0.008363653711563144	Candidatus Atelocyanobacterium thalassa	Candidatus Atelocyanobacterium	Aphanothecaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				164.4963411990239
86	0.004532577903018484	Hyphomonas jannaschiana	Hyphomonas	Hyphomonadaceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				89.14674219656754
498846	0.0007725985063095545	Candidatus Korarchaeum cryptofilum	Candidatus Korarchaeum				Candidatus Korarchaeota	TACK group	Archaea				15.195467422096318
35795	0.0013315971931122847	Ehrlichia muris	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria			canis group	26.189853594132416
28232	0.0013151798637988463	Geobacter metallireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria		Bacteria				25.86695756119571
345632	0.0019292067972701524	Geobacter pickeringii	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria		Bacteria				37.943639288709356
313985	0.0007529077626640885	Geobacter lovleyi	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria		Bacteria				14.808189876077293
1774956	0.0012620001108966529	Pseudoalteromonas profundi	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				24.821018181115367
1703256	0.0011614345750935032	Pseudoalteromonas gelatinilytica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				22.84309522293902
1190813	0.005096524108756174	Pseudoalteromonas shioyasakiensis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				100.23843617101643
1763363	0.003436169735188642	cyanobacterium endosymbiont of Rhopalodia gibberula					Cyanobacteria	Terrabacteria group	Bacteria				67.58258635169021
718217	0.0037920404769688997	cyanobacterium endosymbiont of Epithemia turgida					Cyanobacteria	Terrabacteria group	Bacteria				74.58185210102432
779	0.0012728560674723057	Ehrlichia ruminantium	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria		Bacteria			canis group	25.034533135045308
399579	0.0007688379680413361	Thermogymnomonas acidicola	Thermogymnomonas		Thermoplasmatales	Thermoplasmata	Euryarchaeota	Diaforarchaea group	Archaea				15.121505155436997
28108	0.005295655680427011	Alteromonas macleodii	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				104.15495592263846
28254	0.0024208056837917045	Marinomonas communis	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria		Bacteria				47.61240618881524
1173025	0.0005228104704138347	Geitlerinema sp. PCC 7407	Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				10.282636332099301
2011159	0.0009271182075714666	Erythrobacter sp. KY5	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria				18.234560906515604
86106	0.0015451970126191142	endosymbiont of Acanthamoeba sp. UWC8		Holosporaceae	Holosporales	Alphaproteobacteria	Proteobacteria		Bacteria				30.39093484419274
2662190	0.002426137270206856	Dulcicalothrix necridiiformans	Dulcicalothrix	Calotrichaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				47.71726783042845
869814	0.0011370684585342986	Desulfobulbus alkaliphilus	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria		Bacteria				22.363862442452586
29543	0.0012519263853940682	Pelobacter propionicus	Pelobacter	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria		Bacteria				24.622888147930535
894	0.001581525167843914	Desulfobulbus propionicus	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria		Bacteria				31.1054370011541
90729	0.0008454063104371143	[Desulfobacterium] catecholicum		Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria		Bacteria				16.627451313677163
291995	0.0013391705158820799	Pseudomonas azotifigens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria				26.338805706368746
475083	0.0022662889518413596	Roseovarius aestuarii	Roseovarius	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				44.57337110481586
561505	0.0018654835491481799	Tenacibaculum gallaicum	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				36.6903304446464
190892	0.0020087561164048415	Idiomarina baltica	Idiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				39.50821529745042
172371	0.003090394025238218	Alcanivorax venustensis	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria		Bacteria				60.78186968838527
64972	0.0010816408917039006	Oceanobacter kriegii	Oceanobacter	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria		Bacteria				21.273713058032317
118323	0.0011586850097907177	Oscillatoria acuminata	Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				22.789016772563837
2590016	0.005551684149219354	Labrenzia sp. PHM005	Labrenzia	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria				109.19052384684626
1620405	0.0005665722412480618	Kordia zhangzhouensis	Kordia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	FCB group	Bacteria				11.143342840866879
768533	0.0007289359580490642	Chelativorans composti	Chelativorans	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				14.336712422908995
2267264	0.0011426652041150467	Alteromonas sp. RKMC-009	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria				22.473939234534736
304417	0.001113412343945965	Desulfuromusa ferrireducens	Desulfuromusa	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria		Bacteria				21.898593980729242
1747	0.0011331444759206798	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria				22.28668555240793
373994	0.0016718797831593898	Rivularia sp. PCC 7116	Rivularia	Rivulariaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				32.88253157517888
2500179	0.000978624774658769	Hwanghaeella grinnelliae	Hwanghaeella	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria				19.24759206798867
unassigned	0.0												609.0
